,ddi,pfam,meff,pdb,dca_max,nb_contact
1078,ddi_num_3035,PF03633_PF03632,167.266005350411,"{'1h54', '3wir', '4ktp', '3wiq', '4ktr'}",0.147642839914754,328
1079,ddi_num_1311,PF02927_PF00759,166.882204350848,"{'3ez8', '3rx7', '3rx5', '3x17', '1clc', '3rx8', '3gzk', '4cj1', '5e2j', '3h2w', '1ut9', '4cj0', '1rq5', '3h7l', '3h3k'}",0.248921127454479,560
1080,ddi_num_3391,PF01288_PF00809,166.82319391215,"{'3mco', '3mcn', '2bmb', '4pzv', '3mcm'}",0.217239332383908,145
1081,ddi_num_170,PF08142_PF04950,165.620208978518,"{'5wwn', '5iw7'}",0.399423756994,663
1082,ddi_num_2618,PF13510_PF07992,165.606042744679,"{'2gag', '2gah', '1y56'}",0.136442891978934,448
1083,ddi_num_3207,PF06777_PF13307,165.519520428932,"{'2vsf', '5sva', '5fmf', '5h8w', '4a15'}",0.17241169810919,542
1084,ddi_num_4269,PF12972_PF12971,165.496995000995,"{'2vca', '4xwh', '2vcc', '4a4a', '2vcb', '2vc9'}",0.132420527633179,119
1085,ddi_num_3272,PF01814_PF04405,165.365327469465,"{'5fnp', '5fnn', '5fny'}",0.321167470652673,157
1086,ddi_num_604,PF12796_PF00069,165.017299156812,"{'2v5q', '4o1o', '4o1p', '4oav', '3zu7'}",0.131320961648663,130
1087,ddi_num_4797,PF00069_PF06479,164.930029532452,"{'4u6r', '4z7g', '3lj2', '3p23', '4pl3', '4yzc', '4pl5', '4yzd', '2rio', '3fbv', '4pl4', '3lj1', '3sdj', '3lj0', '5hgi', '4yz9', '4z7h', '3sdm'}",0.139469420282438,501
1088,ddi_num_1328,PF04734_PF17048,164.899417440795,"{'4wgk', '2zws', '2zxc'}",0.19101125231106,810
1089,ddi_num_950,PF10435_PF13363,164.841984784707,"{'4iug', '3ogr', '1tg7', '5mgd', '5juv', '1xc6', '5ift', '3og2', '5mgc', '5ihr', '3ogs', '3ogv', '5ifp'}",0.165602336858349,192
1090,ddi_num_3151,PF03144_PF11987,164.828752104571,"{'4n3s', '4ncl', '3wbk', '1g7r', '3wbi', '4ncf', '1g7t', '5fg3', '4n3n', '1g7s'}",0.258332504846745,122
1091,ddi_num_71,PF00207_PF07677,164.782813855327,"{'3hrz', '5fo7', '2wii', '5hce', '5jpm', '2i07', '5hcc', '4e0s', '5fo8', '3hs0', '4xam', '5foa', '3ohx', '3pvm', '2qki', '5o32', '2xwj', '5hcd', '2b39', '2ice', '5fo9', '3cu7', '5jtw', '2pn5', '5jpn', '3frp', '2icf', '3prx', '3l3o', '4fxk', '3kls', '4d94', '3g6j', '5fob', '5i5k', '4lnv', '2a74', '3l5n', '2xwb', '3nms', '5m6w', '3t4a', '2a73', '4a5w', '2win', '5o35', '4fxg', '3km9'}",0.214997042586301,300
1092,ddi_num_1828,PF05026_PF00293,164.646837944347,"{'5lop', '5j3y', '5kq4', '2qkm', '5n2v', '5lon', '5kq1', '2a6t', '5j3t'}",0.385362279613866,292
1093,ddi_num_4650,PF03572_PF14684,164.092443599426,"{'1n6e', '1k32', '1n6d', '1n6f', '4l8k'}",0.157746801152352,421
1094,ddi_num_5595,PF01191_PF03871,163.822684153216,"{'5m5y', '3s16', '2nvt', '5n60', '5iy8', '2r92', '3how', '5c3e', '5x4z', '5c44', '4c3i', '5n5y', '1r9t', '5iyb', '3s2d', '2yu9', '4a3f', '3s2h', '3s1r', '1k83', '3i4n', '3po3', '3gto', '5fja', '5iy6', '5x50', '3s15', '3m3y', '3qt1', '3hoz', '1r5u', '5ip7', '5lmx', '3m4o', '5iya', '4a3j', '4bbr', '3i4m', '3cqz', '1y1v', '1i3q', '3s17', '3k1f', '5c4a', '3rzd', '5u0s', '4y52', '4x6a', '3hox', '1nik', '3s14', '4c3j', '3h0g', '2b63', '2nvx', '5c4j', '5u5q', '1twf', '3gtm', '3s1n', '2e2h', '5iy7', '4a3l', '5x51', '3gtg', '1twg', '5fz5', '2r93', '4a3g', '1i6h', '3fki', '3rzo', '5m3m', '1sfo', '3po2', '3gtq', '1dzf', '4x67', '1r9s', '4v1n', '3s1q', '3hou', '5m5w', '5fyw', '3hov', '5fj9', '4c3h', '5iy9', '5n5z', '1y1w', '2e2j', '3gtk', '5m5x', '4a93', '5n61', '4bbs', '2nvy', '2nvz', '2e2i', '4a3i', '5fj8', '3s1m', '4a3b', '3h3v', '5c4x', '4a3e', '5iyc', '5m64', '5iyd', '4a3m', '3k7a', '2nvq', '2r7z', '4bxz', '5flm', '3gtp'}",0.380478942852184,131
1095,ddi_num_2492,PF10374_PF10373,163.817402954494,"{'1ya0', '4um2'}",0.131683351372306,233
1096,ddi_num_615,PF13606_PF13637,163.680759055759,"{'4o1o', '4o1p'}",0.419935406148418,136
1097,ddi_num_5047,PF07992_PF00355,163.562145624674,"{'2yvj', '4emj'}",0.166329186989769,158
1098,ddi_num_5033,PF01472_PF16198,163.485360619002,"{'3hax', '2ey4', '1r3e', '2apo', '3lwq', '3hjw', '3uai', '3hjy', '2rfk', '3lwr', '2aus', '2hvy', '3u28', '3lwv', '3lwo', '1ze1', '3lwp', '3hay', '3mqk', '2ab4', '1ze2'}",0.499626845661364,54
1099,ddi_num_4567,PF13180_PF05299,162.916480275412,{'4fgm'},0.269495414877467,56
1102,ddi_num_3259,PF00271_PF02889,161.834567821672,"{'4f93', '5m59', '4f92', '4f91', '5lj5', '5m5p', '5m52', '5gao', '3jcm', '5gan', '4bgd', '4kit', '5dca'}",0.148966375040022,145
1103,ddi_num_2378,PF16004_PF00009,161.80680074807,"{'3jb9', '5mqf'}",0.197150079276613,43
1104,ddi_num_4325,PF08753_PF01402,161.789897045268,"{'2bj9', '2bj8', '2wvf', '2wvc', '2wvb', '2caj', '3lgh', '2wve', '2hzv', '1q5v', '2cad', '2bj7', '2ca9', '2wvd'}",0.347443142896588,170
1105,ddi_num_2040,PF06367_PF06371,161.557337687168,"{'4yc7', '2bap', '2f31', '4uwx', '3obv', '4ydh', '2bnx', '3eg5', '3o4x', '1z2c'}",0.1301304992821,515
1106,ddi_num_94,PF07677_PF10569,161.430519728336,"{'4lnv', '5jpn', '4fxk', '5jpm', '4d94', '2a73', '2b39', '4fxg', '2pn5'}",0.327598676508489,109
1107,ddi_num_3260,PF00271_PF07517,161.406634472634,"{'4ys0', '3jux', '3din'}",0.190838019824734,273
1108,ddi_num_2379,PF16004_PF03144,160.782259796605,"{'3jb9', '5mqf'}",0.292207573521197,39
1109,ddi_num_3335,PF07568_PF13426,160.724206349206,{'4r3a'},0.137824728365912,244
1110,ddi_num_1624,PF07143_PF17186,160.723615836685,{'2ich'},0.259831740214222,511
1111,ddi_num_6062,PF14559_PF14561,160.281251654765,"{'3qou', '3qdn', '2r5s'}",0.247153561588291,242
1112,ddi_num_2012,PF14792_PF14716,160.115896664134,{'5ddy'},0.296592210406923,36
1113,ddi_num_2270,PF07669_PF12950,160.04555999556,"{'2ih4', '2ih5', '2ih2', '2np6', '1g38', '1aqj', '2adm', '2jg3', '2ibs', '2np7', '1aqi', '2ibt'}",0.221836374443185,105
1114,ddi_num_3261,PF00271_PF07516,159.943554981535,"{'4ys0', '3jux', '3din'}",0.244528790975997,51
1115,ddi_num_2082,PF07364_PF07171,159.815258778287,{'3iuu'},0.264900558435931,392
1116,ddi_num_5197,PF00428_PF00466,159.745219739124,{'3a1y'},0.313961446101771,29
1117,ddi_num_4016,PF00149_PF08321,159.640324971436,"{'4ja7', '3h62', '3h61', '1wao', '4zx2', '3icf', '3h67', '3h66', '4ja9', '3h60', '4zvz', '3h68', '5jjt', '3h64', '5hpe', '1s95', '3h69', '3h63'}",0.382380491820826,743
1118,ddi_num_2013,PF14791_PF10391,159.443424931479,"{'5chg', '4xq8', '5ca7', '4k4h', '5cb1', '5iio', '1rzt', '5ddm', '5cp2', '4k4g', '3hx0', '1xsl', '4xrh', '5cr0', '2gws', '4k4i', '5cj7'}",0.292175153061104,284
1119,ddi_num_6016,PF01028_PF02919,159.433328097837,"{'1a36', '1rrj', '1r49', '1lpq', '2b9s', '1sc7', '1tl8', '1ej9', '1a31', '1a35', '1nh3', '1k4t', '1seu', '1t8i', '1rr8', '1k4s'}",0.28293895224295,153
1120,ddi_num_2475,PF16203_PF04851,158.70985539296,"{'5iy8', '2fwr', '5ivw', '5sva', '5iy6', '5iy7', '5fmf', '5iy9'}",0.252948757035454,250
1121,ddi_num_4825,PF10559_PF00344,158.213252065907,"{'4cg5', '5a6u', '4cg6', '4cg7', '3mp7', '2wwa', '2ww9', '2wwb'}",0.180835465410054,832
1123,ddi_num_422,PF06029_PF00730,157.812438850791,"{'3cwt', '3cws', '3cvs', '3ogd', '3cwu', '1mpg', '3cw7', '3oh6', '3oh9', '3cvt', '1diz', '3d4v', '3cwa', '1pvs'}",0.223899765189739,142
1124,ddi_num_3034,PF03200_PF16923,157.615769248087,{'4j5t'},0.150449426913323,500
1125,ddi_num_1809,PF01266_PF08669,157.395166935324,"{'2gag', '1pj5', '4p9s', '4pab', '3ad7', '1pj6', '3gsi', '5l46', '4paa', '3ad9', '3ada', '2gah', '3ad8', '1vrq', '1pj7', '1x31'}",0.16784029991584,229
1126,ddi_num_5813,PF01464_PF14718,156.759020451285,"{'1qsa', '1qte', '1sly'}",0.216930417218175,72
1128,ddi_num_2447,PF07055_PF12242,156.476648359474,"{'3zu3', '5g2o', '3zu2', '5jai', '4ggp', '4bko', '4eue', '4euh', '5jam', '4euf', '3zu5', '3zu4', '4fbg', '3s8m', '4ggo', '4bkq', '5jaq', '4bkr'}",0.507546455826137,247
1129,ddi_num_2548,PF01494_PF13450,156.37795885202,"{'5eow', '4hb9'}",0.339432608967859,215
1130,ddi_num_2681,PF02906_PF12838,155.648154162622,"{'5byr', '5la3', '1c4a', '4xdd', '1feh', '4xdc', '5bys', '5byq', '3c8y', '1c4c'}",0.366239881462426,366
1131,ddi_num_229,PF09290_PF01118,155.569174439133,"{'1nvm', '4lrs', '4jn6', '4lrt'}",0.417961175552459,291
1132,ddi_num_2501,PF05187_PF13450,155.560268028112,"{'2gmh', '2gmj'}",0.51405299969115,94
1133,ddi_num_4696,PF00169_PF00069,155.340361619216,"{'5kcv', '3o96', '4ejn'}",0.135707449618615,460
1134,ddi_num_815,PF00006_PF02874,155.133806151563,"{'4b2q', '3oeh', '3w3a', '2ck3', '2hld', '1e1r', '3j9v', '3qg1', '2c61', '5arh', '2r9v', '3b2q', '1efr', '3m4y', '2qe7', '3vr3', '2rkw', '5ara', '3sdz', '3vr2', '5fik', '1sky', '5fil', '3a5d', '5cdf', '3j9t', '5gar', '2xnd', '4tsf', '3zry', '3eiu', '3vr5', '3fks', '5ari', '5lqz', '4z1m', '3oaa', '3ofn', '5knb', '1e79', '1mab', '3a5c', '2xok', '1nbm', '4yxw', '5knd', '5lqx', '3ssa', '3gqb', '3oee', '4q4l', '3tgw', '5t4q', '3dsr', '3tiv', '5ik2', '2f43', '5d80', '5lqy', '1h8e', '2w6g', '5are', '3qia', '1cow', '1kmh', '1h8h', '1bmf', '5hkk', '5bn5', '5bn4', '5voy', '5t4o', '1fx0', '3qjy', '4tt3', '3oe7', '5bn3', '5dn6', '3vr4', '1e1q', '3j9u', '5knc', '5tsj', '5gas', '4xd7', '3j0j', '3vr6'}",0.15647698154916,817
1135,ddi_num_5565,PF04565_PF04566,155.105959261585,"{'3s16', '2nvt', '2ja8', '5iy8', '2r92', '5c3e', '5x4z', '5c44', '1r9t', '5iyb', '3s2d', '2yu9', '4a3f', '3s2h', '3s1r', '3i4n', '3po3', '3gto', '5fja', '5iy6', '5x50', '3m3y', '3qt1', '3hoz', '5ip7', '3m4o', '5iya', '3hoy', '4a3j', '2pmz', '4bbr', '3i4m', '3cqz', '1y1v', '3s17', '4x6a', '3k1f', '3gtl', '5u0s', '5c4a', '1i3q', '2y0s', '3hox', '1nik', '3j0k', '3s14', '3h0g', '2b63', '2nvx', '4qiw', '5c4j', '5u5q', '2ja5', '1twf', '3gtm', '3s1n', '2e2h', '5fz5', '5iy7', '3gtg', '4a3l', '1twg', '5x51', '2b8k', '3fki', '3rzo', '1i50', '1sfo', '3po2', '3gtq', '4x67', '1r9s', '3s1q', '2ja7', '4y7n', '5fyw', '3hov', '5fj9', '5iy9', '1y1w', '2e2j', '3gtk', '4a93', '4bbs', '2nvy', '2nvz', '3hkz', '5ip9', '4a3i', '5fj8', '1y77', '3s1m', '4a3b', '5c4x', '3h3v', '5iyc', '5iyd', '4a3m', '3k7a', '4bxz', '5flm', '3gtp'}",0.317903339949769,70
1136,ddi_num_4781,PF14324_PF02891,154.97744729848,"{'3i2d', '5jne', '4mvt'}",0.190401375347529,266
1139,ddi_num_3751,PF05383_PF00076,154.698696776369,"{'2voo', '4wkr', '2vod', '1zh5', '2von', '1yty', '2vop'}",0.323215135695216,63
1140,ddi_num_1499,PF08752_PF16381,154.256274802513,"{'5a1y', '5nzv', '5a1x', '5nzu', '1r4x', '1pzd', '5nzr', '5a1v', '5nzt', '5a1u'}",0.204071845987246,185
1141,ddi_num_5676,PF02182_PF00856,154.240730218386,"{'4qep', '4qen', '4qeo', '4nj5'}",0.192591725822996,84
1143,ddi_num_3037,PF03636_PF03632,153.792458468969,"{'1h54', '3wir', '4ktp', '3wiq', '4ktr'}",0.137291967318759,951
1144,ddi_num_3498,PF13927_PF00041,153.562651476361,"{'2xyc', '2jll'}",0.184133189589162,67
1146,ddi_num_1830,PF05652_PF11969,153.422792562345,"{'1xmm', '4qdv', '4qde', '3bla', '3bl7', '1st4', '4qeb', '5bv3', '3bl9', '1st0'}",0.203222185915829,324
1147,ddi_num_5085,PF04055_PF08608,153.361447724342,"{'2z2u', '2yx0'}",0.264559285843022,322
1148,ddi_num_329,PF00928_PF01217,153.2704395841,"{'5a1y', '5a1w', '5a1x', '2jkt', '4uqi', '2vgl', '2xa7'}",0.143529987597426,313
1149,ddi_num_4132,PF03919_PF01331,152.680786001684,"{'1ckn', '4pz8', '4pz6', '1p16', '3kyh', '1cko', '4pz7', '1ckm', '3s24'}",0.151038506698939,590
1150,ddi_num_5474,PF08292_PF03876,152.679312560521,"{'2ckz', '5fj8', '5fj9', '5fja', '3ayh'}",0.281130196199287,104
1151,ddi_num_2062,PF00782_PF14671,152.667688455884,"{'1ohe', '1ohd', '1ohc'}",0.307375192919204,224
1152,ddi_num_5603,PF00773_PF17216,152.122931637041,"{'5g06', '5c0w'}",0.156563050956907,40
1154,ddi_num_187,PF00005_PF00528,151.81391787533,"{'3fh6', '4xig', '3puv', '4tqv', '4ymu', '4xtc', '4tqu', '3tui', '3d31', '3tuj', '2r6g', '4ymv', '3rlf', '3pv0', '3tuz', '4yms', '4ki0', '3dhw', '4jbw', '4khz', '3puy', '4ymw', '4ymt', '3pux', '3puw', '3puz', '2onk'}",0.133285449571882,395
1155,ddi_num_1425,PF16573_PF16575,151.683314182921,"{'4oi2', '4ohw', '4c0b', '4ohy', '4c0h', '2npi', '4ohv', '4ohx', '4oi0', '4ohz', '4oi1', '4oi4'}",0.227113738336058,503
1156,ddi_num_315,PF00698_PF08990,151.494047619048,{'2hg4'},0.183823822033306,76
1158,ddi_num_2071,PF01958_PF03447,151.411831224331,"{'1j5p', '1h2h', '2dc1'}",0.264289648845658,240
1159,ddi_num_1503,PF06957_PF04053,151.351973088062,"{'5a1y', '5a1v'}",0.105777515474704,62
1160,ddi_num_2086,PF08351_PF13718,150.615431353756,{'2zpa'},0.198876508064829,123
1161,ddi_num_4267,PF05089_PF12972,150.490737261557,"{'4xwh', '4a4a', '2vcc', '2vca', '2vcb', '2vc9'}",0.197445659634927,708
1162,ddi_num_1913,PF10635_PF02457,150.404511428816,"{'3c1y', '3c1z', '4yxj', '3c21', '4yxm'}",0.205274992374148,21
1163,ddi_num_1808,PF01266_PF01571,150.141000913697,"{'2gag', '1x31', '1pj5', '4pab', '3gsi', '1pj6', '1pj7', '5l46', '3ad7', '3ad9', '3ada', '2gah', '3ad8', '1vrq', '4paa', '4p9s'}",0.370617406891993,223
1164,ddi_num_2535,PF14826_PF00557,150.076026433998,"{'5ce6', '3bit', '3cb5', '3biq', '5e5b', '3bip', '3cb6'}",0.138655215321596,208
1166,ddi_num_5375,PF00900_PF01479,149.842768587097,"{'4uer', '5ll6', '5jb3', '3j80', '5a2q', '5it9', '3j81', '5tzs', '3jam', '5jbh'}",0.453285056476184,235
1167,ddi_num_3455,PF07679_PF00047,149.686761451099,"{'4pbv', '4pbw', '4yh7'}",0.201486598611439,201
1168,ddi_num_3725,PF02735_PF03730,149.671360285653,"{'1jey', '1jeq'}",0.16319521824202,656
1169,ddi_num_1653,PF03712_PF01082,148.975836306325,"{'3mll', '4zel', '1yip', '1yi9', '3mie', '3mif', '3mih', '4e4z', '3mlj', '3mlk', '1yjl', '1yjk', '3phm', '3mib', '1phm', '3mig', '3mic', '1sdw', '1opm', '3mid'}",0.160846496792971,395
1170,ddi_num_30,PF16121_PF00900,148.846401372344,"{'3j7a', '4uer', '5ll6', '5jpq', '4kzx', '4d5l', '3jam', '5k0y', '5a2q', '4kzz', '5it9', '3j81', '5flx', '5tzs', '4kzy', '3j80'}",0.363333237754204,267
1171,ddi_num_3152,PF03144_PF16658,148.153630483395,"{'3vr1', '3vqt', '2h5e'}",0.249016908885074,83
1172,ddi_num_1170,PF13620_PF00246,147.693756776677,"{'3mn8', '1h8l', '2nsm', '1qmu', '1uwy'}",0.191157042878209,343
1173,ddi_num_1858,PF06733_PF06777,147.296955453649,"{'2vsf', '5sva', '5fmf', '5h8w', '4a15'}",0.217505956968831,708
1174,ddi_num_4579,PF05524_PF00381,147.15805463307,"{'5t1o', '3eza', '3ezb', '3eze', '2xdf'}",0.195789863761662,326
1175,ddi_num_3040,PF07488_PF03648,146.540909090909,"{'1k9f', '1gqi', '1l8n', '1k9d', '1gql', '1mqr', '1k9e', '1gqk', '1mqp', '1gqj', '1h41', '1mqq'}",0.181279969095693,410
1176,ddi_num_2018,PF10391_PF14716,146.222755484133,"{'4lzg', '5tb9', '8ics', '4kle', '4rq8', '5j2b', '1mq3', '4rt2', '9icy', '5db6', '2pfo', '5iio', '2bcu', '5dbb', '4ymn', '4m2y', '5tbb', '8ice', '2p66', '4i27', '4rq7', '4yd2', '1xsp', '7ice', '4z6d', '4m9l', '4jwn', '3isd', '4k4h', '4f5o', '1zqj', '3lk9', '5bom', '3hx0', '2ihm', '3rh6', '5tzv', '4klu', '2bcv', '4r66', '4m0a', '3v7j', '9ich', '5dbc', '5j2e', '5db8', '4rq4', '3c2k', '4m9j', '2fmq', '4mf2', '1bpz', '5j2a', '3pml', '4klf', '5j2h', '5v1f', '4x5v', '5v1g', '5tbc', '3mgi', '3pnc', '7icf', '4k4i', '2pfn', '9icv', '5u8g', '1huo', '9icg', '3gdx', '3c5g', '4k4g', '4f5n', '4z6e', '3v72', '3rh4', '4ycx', '4p2h', '3tfr', '5cwr', '9icq', '3c2l', '4m9n', '5tb8', '2bcs', '5j0r', '5j0x', '1bpx', '3hw8', '8icf', '4nlz', '5j0s', '3rjf', '1xsl', '5iik', '3uq2', '3ogu', '5v1h', '4gxk', '4mfa', '8icw', '4m04', '3uxp', '3rjj', '5j2i', '4klt', '3c2m', '8ick', '3pmn', '1bpy', '2pfq', '1zqm', '5v1o', '9icm', '4ymo', '7icr', '2bcr', '4pgy', '4z6c', '4ny8', '5j0p', '4mff', '4ppx', '3isb', '5v1n', '5j2d', '7icu', '3jpo', '2iso', '9icl', '4o5k', '5j2g', '4fo6', '4mfc', '4phe', '5j0w', '1rzt', '5iil', '5j2k', '4tuq', '3rjg', '4f5q', '5dkw', '7icl', '5u9h', '2gws', '5tba', '1kej', '4phd', '4f5r', '3jps', '7icj', '4r64', '5v1r', '5eoz', '4tup', '5db9', '4r63', '2bcq', '5iii', '4lzd', '1xsn', '1zqq', '9ici', '1zjn', '2i9g', '5iin', '4xa5', '5v1j', '4o9m', '5iim', '3rh5', '1zqd', '5j0q', '7icq', '2bpg', '3mgh', '9icx', '1tva', '4rq2', '9ice', '4yd1', '5db7', '4nm2', '4pgq', '4kls', '5u8i', '7ico', '5bol', '4ub2', '1mq2', '8icu', '5j2j', '3hwt', '5u8h', '5vez'}",0.259287518530311,57
1177,ddi_num_854,PF10381_PF03986,146.157187941062,"{'2dyt', '3vx8', '4gsl'}",0.327134100729372,209
1178,ddi_num_1995,PF14840_PF06144,145.835469537566,"{'3glh', '3glf', '1xxi', '1xxh', '3gli', '3glg', '1jqj'}",0.181529219770573,228
1179,ddi_num_1855,PF00270_PF02889,145.826517199417,"{'4f93', '5m59', '4f92', '4f91', '5lj5', '5m5p', '5m52', '5gao', '5gan', '4bgd', '4kit', '5dca'}",0.112951349249523,408
1180,ddi_num_5476,PF06883_PF04563,145.421894482802,"{'5m5y', '5m5w', '5n5z', '5m5x', '5lmx', '5n60', '5m3f', '5m64', '5m3m', '4c3j', '5n61', '4c3h', '5g5l', '4c3i', '4c2m', '5n5y'}",0.24725804423562,35
1181,ddi_num_2928,PF00626_PF04811,145.256225628218,"{'5kyw', '3eg9', '3efo', '2nut', '5kyx', '3egd', '3egx', '4bzi', '3eh2', '1m2o', '1m2v', '5kyu', '5kyy', '5kyn', '2nup', '2qtv'}",0.11980981176714,248
1182,ddi_num_2106,PF09210_PF03065,144.919728593377,"{'2b5d', '3n8t', '5wu7', '3n92', '3p0b', '1ufa', '3n98'}",0.19566602982755,473
1183,ddi_num_3091,PF01272_PF14760,144.89710783025,"{'2pn0', '3bmb'}",0.318228055799794,336
1184,ddi_num_149,PF13671_PF08645,144.757252285562,{'1yj5'},0.166497676562835,58
1185,ddi_num_1691,PF01179_PF02727,144.69664550599,"{'1w2z', '1oac', '2oqe', '1ekm', '1a2v', '2wo0', '1us1', '1dyu', '1w7c', '3k5t', '1n9e', '1rky', '1d6z', '2wgq', '3sxx', '4ev5', '1qal', '4ev2', '4kfd', '4btw', '3t0u', '3mph', '3ala', '2pnc', '1ksi', '2w0q', '4kff', '1lvn', '1pu4', '1spu', '3nbj', '2y74', '4kfe', '1qaf', '1jrq', '1d6y', '3hii', '4btx', '1tu5', '3nbb', '2wof', '3hi7', '3hig', '2y73', '2woh', '3sx1', '1qak', '2oov', '1d6u', '3n9h'}",0.272085499921891,754
1186,ddi_num_985,PF00364_PF02682,144.268547219869,{'3va7'},0.2092073689042,16
1187,ddi_num_3131,PF00009_PF09173,143.958044836324,"{'1kk2', '2pmd', '1kk0', '4nbs', '2plf', '5dsz', '4rd6', '2dcu', '4rcy', '2aho', '4rd3', '2qn6', '4m4s', '4m2l', '2d74', '4m0l', '4rd4', '1kk1', '4rjl', '1kjz', '1s0u', '4qhy', '4rd1', '2qmu', '3sjz', '1kk3', '5k0y', '4rd2', '4qfm', '5jbh', '3i1f', '4rd0', '4rcz', '3v11', '3qsy', '5jb3', '3pen', '3cw2', '3j81', '4m53'}",0.225596453337592,683
1188,ddi_num_951,PF10435_PF01301,143.862847966589,"{'4iug', '3ogr', '1tg7', '5mgd', '5juv', '1xc6', '5ift', '3og2', '5mgc', '5ihr', '3ogs', '3ogv', '5ifp'}",0.130671864108387,236
1189,ddi_num_1115,PF00168_PF09279,143.472356189558,"{'1dji', '4qj5', '1qat', '2isd', '3ohm', '1djy', '1djg', '4qj4', '1djw', '1djz', '1qas', '1djx', '1djh', '4gnk', '4qj3'}",0.169562324867534,242
1191,ddi_num_1586,PF02787_PF00988,143.4121571812,"{'1c3o', '5dou', '1kee', '5dot', '1bxr', '1ce8', '1a9x', '1c30', '1m6v', '1t36', '1cs0', '1jdb'}",0.329759476597934,209
1192,ddi_num_1822,PF16213_PF12783,143.256312525489,{'5has'},0.14101993246428,319
1193,ddi_num_2927,PF00626_PF04815,142.800314708304,"{'5kyw', '3efo', '3eg9', '5kyx', '4bzi', '3egd', '3egx', '2nut', '3eh2', '1m2o', '1m2v', '5kyu', '5kyy', '5kyn', '2nup', '2qtv'}",0.168330625538134,104
1194,ddi_num_5607,PF08343_PF00317,142.606951448426,"{'1peu', '1pem', '1peq', '1peo', '2bq1'}",0.734719110466609,401
1196,ddi_num_5952,PF08361_PF00440,141.998282273282,"{'2wui', '3lhq', '2uxu', '3vib', '5h9t', '5daj', '3bcg', '3p9t', '2uxh', '2uxi', '2xdn', '2uxp', '2qop', '2w53', '2uxo'}",0.26187632137001,449
1197,ddi_num_3418,PF12833_PF13377,141.61235998539,{'4fe4'},0.191730421184744,24
1198,ddi_num_1806,PF01266_PF16350,141.59462025671,"{'1pj5', '4pab', '3gsi', '1pj6', '1pj7', '5l46', '4paa', '4p9s'}",0.14032641082669,467
1199,ddi_num_2448,PF07055_PF12241,141.443606593943,"{'3zu3', '5g2o', '3zu2', '5jai', '4ggp', '4bko', '4eue', '4bkr', '5jam', '4euf', '3zu5', '3zu4', '4fbg', '4euh', '4ggo', '3s8m', '4bkq', '5jaq'}",0.43354515783613,922
1200,ddi_num_1426,PF16575_PF06807,141.174594622372,"{'4oi2', '4ohw', '4c0b', '4ohy', '4c0h', '2npi', '4ohz', '4ohx', '4oi0', '4ohv', '4oi1', '4oi4'}",0.19394284488127,390
1202,ddi_num_5981,PF13667_PF01964,140.893228512185,"{'3epn', '3epm', '4s2a', '3epo'}",0.528410878113114,554
1203,ddi_num_2141,PF11865_PF02259,140.610770867304,"{'5h64', '5fvm'}",0.130299376014299,395
1204,ddi_num_3301,PF14602_PF04613,140.536032281046,{'4ihh'},0.260125604061088,30
1205,ddi_num_3349,PF00300_PF00293,140.279143079143,"{'5ggb', '5gg6', '5gg9', '5ggd', '5gg8', '5ggc', '5gg7', '5gga', '5gg5'}",0.245358691706866,70
1206,ddi_num_1545,PF00116_PF06481,140.248935900784,"{'1cyx', '1cyw', '1fft'}",0.470222922411675,164
1207,ddi_num_6162,PF14533_PF12436,140.184041508825,"{'2ylm', '4z97', '4z96', '5c56', '4yoc'}",0.12361931710586,198
1208,ddi_num_4224,PF02736_PF00063,140.164988653167,"{'5jlh', '1lvk', '1d0y', '1mnd', '3mjx', '2w4h', '1br1', '1d1c', '1d1b', '2y0r', '3jbh', '1mmn', '1mmg', '2w4a', '1vom', '1s5g', '2y8i', '2jhr', '3bz9', '5tby', '3myk', '2w4g', '1fmv', '3i5i', '1br4', '1mma', '2jj9', '4pa0', '3j04', '3i5g', '3bz8', '2w4t', '1d0z', '1g8x', '1qvi', '3jax', '1fmw', '1kk8', '5t45', '5h53', '1kqm', '1d0x', '4db1', '3myh', '1br2', '1mmd', '4qbd', '2y9e', '2otg', '3myl', '1l2o', '1kk7', '1jx2', '1mne', '5m05', '3i5f', '3bz7', '2aka', '1b7t', '1w9k', '1sr6', '2xo8', '2os8', '1jwy', '1kwo', '4p7h', '3i5h', '4pjk', '4pd3', '2ec6', '3mkd', '1yv3', '2w4v', '1d1a', '1w9i', '2x9h', '4ae3', '3l9i', '3dtp', '1w9l'}",0.126039944059334,248
1209,ddi_num_1960,PF01068_PF14743,139.813531729708,"{'1p8l', '2q2t', '2q2u'}",0.201622369498619,138
1210,ddi_num_982,PF00364_PF01039,139.380313633457,"{'3u9s', '5csl'}",0.120565416065747,281
1211,ddi_num_3039,PF07477_PF03648,139.336206506772,"{'1k9f', '1gqi', '1l8n', '1k9d', '1gql', '1mqr', '1k9e', '1gqk', '1mqp', '1gqj', '1h41', '1mqq'}",0.167433483550555,82
1214,ddi_num_244,PF00330_PF00694,138.700792369308,"{'1b0j', '2b3y', '7acn', '1b0m', '1ami', '1c96', '1aco', '2b3x', '3snp', '1fgh', '6acn', '1nit', '1b0k', '1amj', '3sn2', '8acn', '1nis', '5acn', '1c97'}",0.146208702896346,600
